11A210140,instant,debit,,,,,,,
11A210150,instant,debit,,,,,,,
11A210160,instant,debit,,,,,,,
11A210170,instant,debit,,,,,,,
11A210180,instant,debit,,,,,,,
11A210190,instant,debit,,,,,,,
11A220010,duration,,title,,,,,,
11A220020,instant,debit,,,,,,,
11A220030,instant,debit,,,,,,,
11A220040,instant,debit,,,,,,,
11A220050,instant,debit,,,,,,,
11A220060,instant,debit,,,,,,,
11A220070,instant,debit,,,,,,,
11A230010,duration,,title,,,,,,
11A230020,instant,debit,,,,,,,
11A230030,instant,debit,,,,,,,
11A230040,instant,debit,,,,,,,
11A230050,instant,debit,,,,,,,
11A230060,instant,debit,,,,,,,
11A230070,instant,debit,,,,,,,
11A230080,instant,debit,,,,,,,
11A230090,instant,debit,,,,,,,
11A200020,instant,debit,,,,,,,
11A300010,duration,,title,,,,,,
11A300020,instant,debit,,,,,,,
11A300030,instant,debit,,,,,,,
11A300040,instant,debit,,,,,,,
11A300050,instant,debit,,,,,,,
11A300060,instant,debit,,,,,,,
11A300070,instant,debit,,,,,,,
11A000020,instant,debit,,,,,,,
11B000010,duration,,title,,,,,,
11B100010,duration,,title,,,,,,
11B100020,instant,credit,,,,,,,
11B100030,instant,credit,,,,,,,
11B100040,instant,credit,,,,,,,
11B100050,instant,credit,,,,,,,
11B100060,instant,credit,,,,,,,
11B100070,instant,credit,,,,,,,
11B100080,instant,credit,,,,,,,
11B100090,instant,credit,,,,,,,
11B100100,instant,credit,,,,,,,
11B100110,instant,credit,,,,,,,
11B100120,instant,credit,,,,,,,
11B100130,instant,credit,,,,,,,
11B100140,instant,credit,,,,,,,
11B100150,instant,credit,,,,,,,
11B200010,duration,,title,,,,,,
11B200020,instant,credit,,,,,,,
11B200030,instant,credit,,,,,,,
11B200040,instant,credit,,,,,,,
11B200050,instant,credit,,,,,,,
11B200060,instant,credit,,,,,,,
11B200070,instant,credit,,,,,,,
11B200080,instant,credit,,,,,,,
11B000020,instant,credit,,,,,,,
11C000010,duration,,title,,,,,,
11C100010,duration,,title,,,,,,
11C110010,instant,credit,,,,,,,
11C110020,instant,credit,,,,,,,
11C120010,duration,,title,,,,,,
11C120020,instant,credit,,,,,,,
11C120030,instant,credit,,,,,,,
11C120040,instant,credit,,,,,,,
11C130010,duration,,title,,,,,,
11C130020,instant,credit,,,,,,,
11C130030,duration,,title,,,,,,
11C130040,instant,credit,,,,,,,
11C130050,instant,credit,,,,,,,
11C100020,instant,credit,,,,,,,
11C100030,instant,credit,,,,,,,
11C100040,instant,credit,,,,,,,
11C200010,duration,,title,,,,,,
11C200020,instant,credit,,,,,,,
11C200030,instant,credit,,,,,,,
11C200040,instant,credit,,,,,,,
11C200050,instant,credit,,,,,,,
11C300010,instant,credit,,,,,,,
11C000020,instant,credit,,,,,,,
11C000030,instant,credit,,,,,,,
11C000040,instant,credit,,,,,,,
12A000010,duration,,title,,,,,,
12A000020,instant,debit,,,,,,,
12A000030,instant,debit,,,,,,,
12A000040,instant,debit,,,,,,,
12A000050,instant,debit,,,,,,,
12A000060,instant,debit,,,,,,,
12A000070,instant,debit,,,,,,,
12A000080,instant,debit,,,,,,,
12A000090,instant,debit,,,,,,,
12A000100,instant,debit,,,,,,,
12A000110,instant,debit,,,,,,,
12A000120,instant,debit,,,,,,,
12A000130,instant,debit,,,,,,,
12A000140,instant,debit,,,,,,,
12A000150,instant,debit,,,,,,,
12A000160,instant,debit,,,,,,,
12A000170,instant,debit,,,,,,,
12A000180,instant,debit,,,,,,,
12A000190,instant,debit,,,,,,,
12A000200,instant,debit,,,,,,,
12A000210,instant,debit,,,,,,,
12A000220,instant,debit,,,,,,,
12A000230,instant,debit,,,,,,,
12A000240,instant,debit,,,,,,,
12A000250,instant,debit,,,,,,,
12A000260,instant,debit,,,,,,,
12A000270,instant,debit,,,,,,,
12A000280,instant,debit,,,,,,,
12A000290,instant,debit,,,,,,,
12A000300,instant,debit,,,,,,,
12A000310,instant,debit,,,,,,,
12A000320,instant,debit,,,,,,,
12A000330,instant,debit,,,,,,,
12A000340,instant,debit,,,,,,,
12A000350,instant,debit,,,,,,,
12A000360,instant,debit,,,,,,,
12A000370,instant,debit,,,,,,,
12A000380,instant,debit,,,,,,,
12A000390,instant,debit,,,,,,,
12A000400,instant,debit,,,,,,,
12A000410,instant,debit,,,,,,,
12A000420,instant,debit,,,,,,,
12A000430,instant,debit,,,,,,,
12A000440,instant,debit,,,,,,,
12A300010,instant,debit,,,,,,,
12A000450,instant,debit,,,,,,,
12A000460,instant,debit,,,,,,,
12A000470,instant,debit,,,,,,,
12A210010,instant,debit,,,,,,,
12A210020,instant,debit,,,,,,,
12A210030,instant,debit,,,,,,,
12A210040,instant,debit,,,,,,,
12A210050,instant,debit,,,,,,,
12A210060,instant,debit,,,,,,,
12A220010,instant,debit,,,,,,,
12A220020,instant,debit,,,,,,,
12A220030,instant,debit,,,,,,,
12A220040,instant,debit,,,,,,,
12A220050,instant,debit,,,,,,,
12A000480,instant,debit,,,,,,,
12A000490,instant,debit,,,,,,,
12A000500,instant,debit,,,,,,,
12A000510,instant,debit,,,,,,,
12A000520,instant,debit,,,,,,,
12A000530,instant,debit,,,,,,,
12A000540,instant,debit,,,,,,,
12A000550,instant,debit,,,,,,,
12A000560,instant,debit,,,,,,,
12A000570,instant,debit,,,,,,,
12B000010,duration,,title,,,,,,
12B000020,instant,credit,,,,,,,
12B000030,instant,credit,,,,,,,
12B000040,instant,credit,,,,,,,
12B000050,instant,credit,,,,,,,
12B000060,instant,credit,,,,,,,
12B000070,instant,credit,,,,,,,
12B000080,instant,credit,,,,,,,
12B000090,instant,credit,,,,,,,
